imdb_title_id,weighted_average_vote,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote
tt0092655,5.8,6.1,6.1,5.1,5.7,5.7
tt0092656,5.9,6.2,5.9,6.0,6.0,5.9
tt0092662,5.9,6.0,5.3,5.7,5.6,5.4
tt0092666,6.0,6.0,6.0,5.9,6.0,6.1
tt0092668,5.8,,5.9,5.8,5.7,6.2
tt0092669,5.3,5.7,5.4,5.0,5.3,5.5
tt0092670,4.6,4.7,4.7,4.5,4.6,4.8
tt0092671,4.5,4.7,4.5,4.4,4.5,4.6
tt0092672,5.0,4.1,5.0,5.2,5.0,5.1
tt0092673,3.5,2.8,3.6,3.5,3.5,3.7
tt0092675,6.8,6.8,6.9,6.5,6.8,6.7
tt0092676,4.6,4.7,4.7,4.4,4.6,4.4
tt0092677,4.8,5.7,4.8,4.5,4.8,4.3
tt0092678,7.2,7.4,7.7,5.8,7.1,7.9
tt0092684,5.3,5.3,5.5,4.8,5.3,5.7
tt0092687,7.0,6.9,7.0,7.0,7.0,6.8
tt0092688,6.7,7.2,6.4,6.6,6.4,7.3
tt0092690,6.0,6.2,6.1,5.8,6.0,6.1
tt0092691,6.0,6.6,5.8,6.1,5.9,6.6
tt0092693,7.4,7.4,7.2,7.5,7.3,7.4
tt0092694,7.0,6.9,6.9,6.8,6.9,7.1
tt0092695,7.3,7.3,7.3,6.7,7.2,7.4
tt0092699,7.2,7.6,7.2,7.2,7.2,7.2
tt0092709,6.4,7.3,6.5,5.7,6.3,6.9
tt0092710,5.2,5.5,5.2,5.1,5.1,5.6
tt0092713,7.3,7.4,7.4,6.5,7.3,7.3
tt0092716,7.7,7.6,7.9,7.3,7.6,8.4
tt0092717,4.8,4.2,4.8,4.8,4.8,4.9
tt0092718,6.8,6.8,6.7,6.8,6.7,6.8
tt0092719,6.4,6.2,6.2,6.4,6.4,5.0
tt0092720,5.0,4.6,4.9,5.4,4.9,5.4
tt0092721,6.0,6.3,5.8,6.1,5.9,6.4
tt0092722,4.9,5.0,4.9,4.7,4.9,4.3
tt0092723,5.7,4.8,6.0,4.2,4.8,6.9
tt0092725,3.9,4.0,3.7,3.8,3.7,6.1
tt0092729,6.8,6.9,6.5,7.1,6.8,6.8
tt0092732,5.8,5.8,5.7,5.8,5.8,5.5
tt0092733,4.8,3.8,4.9,4.6,4.8,3.9
tt0092744,4.8,4.7,4.9,4.6,4.8,5.1
tt0092745,7.8,7.7,7.9,7.4,7.8,7.8
tt0092746,5.6,5.4,5.6,5.5,5.6,5.6
tt0092750,4.6,4.9,4.7,4.4,4.6,4.4
tt0092751,6.2,6.8,6.4,5.9,6.2,6.2
tt0092752,7.2,7.1,7.3,5.9,6.9,7.8
tt0092754,6.8,7.3,7.3,6.4,6.5,8.1
tt0092755,6.9,7.2,7.3,5.3,6.6,8.2
tt0092757,6.7,6.3,7.6,5.2,6.5,6.5
tt0092765,4.5,4.4,4.9,4.0,4.5,6.4
tt0092767,4.6,4.4,4.7,4.3,4.5,4.5
tt0092769,4.4,,4.4,4.1,4.2,8.0
tt0092770,6.2,6.0,6.2,6.2,6.2,6.4
tt0092772,7.3,7.4,7.4,7.1,7.2,7.9
tt0092776,5.6,5.8,5.6,5.5,5.6,4.9
tt0092781,6.0,7.1,6.3,5.8,6.0,7.4
tt0092783,6.4,6.7,6.4,6.3,6.4,6.1
tt0092784,7.0,7.1,7.2,6.8,7.1,7.5
tt0092787,4.6,,4.8,4.5,4.7,4.2
tt0092789,5.8,6.0,5.8,5.7,5.9,5.3
tt0092794,6.9,7.1,6.8,7.0,6.9,6.7
tt0092795,3.9,4.2,3.9,3.7,3.9,3.8
tt0092796,6.1,6.1,6.1,5.9,6.0,6.4
tt0092797,6.4,7.0,6.3,6.4,6.3,6.8
tt0092798,5.4,5.8,5.5,5.2,5.4,5.7
tt0092800,6.8,6.8,6.7,6.9,6.7,7.3
tt0092802,5.7,5.5,5.7,5.7,5.7,5.7
tt0092804,7.4,7.4,7.4,7.5,7.4,7.7
tt0092806,5.9,6.7,6.0,5.1,5.9,5.8
tt0092809,5.2,5.2,5.2,5.0,5.2,4.8
tt0092812,4.6,4.2,4.8,4.4,4.6,4.7
tt0092815,5.9,7.3,5.9,5.7,5.5,6.0
tt0092818,6.3,8.4,6.4,6.0,6.3,5.7
tt0092822,4.7,5.6,4.4,4.4,4.0,5.7
tt0092829,7.2,7.7,7.4,6.1,7.2,7.5
tt0092830,6.1,6.5,6.1,5.9,6.1,5.8
tt0092831,4.2,4.6,4.1,4.3,4.3,3.6
tt0092833,6.8,6.4,7.2,5.9,6.8,6.9
tt0092834,5.8,6.4,5.9,5.5,5.5,6.4
tt0092840,5.3,5.4,5.4,4.9,5.1,5.7
tt0092841,5.0,5.2,5.0,4.4,4.6,5.3
tt0092842,6.3,6.4,6.2,6.3,6.2,6.4
tt0092843,7.3,7.3,7.2,7.4,7.3,7.3
tt0092844,5.4,4.6,5.6,5.3,5.4,5.4
tt0092847,4.8,5.8,4.8,4.6,4.7,5.3
tt0092848,5.3,4.9,5.6,4.8,5.3,5.4
tt0092850,4.8,5.5,4.8,4.6,4.7,5.0
tt0092854,5.0,5.0,4.9,5.0,5.0,4.7
tt0092855,7.0,7.3,7.1,6.6,7.0,7.2
tt0092857,5.5,5.7,5.5,5.3,5.5,5.4
tt0092858,5.6,4.0,5.2,5.9,5.5,5.8
tt0092859,5.1,4.9,5.3,4.7,5.1,5.2
tt0092860,5.2,5.3,5.2,5.2,5.2,5.6
tt0092863,4.5,3.9,4.8,4.3,4.5,4.8
tt0092865,5.6,5.8,5.6,5.3,5.5,5.6
tt0092870,4.0,4.1,4.1,3.9,4.0,3.9
tt0092872,6.0,6.7,6.2,5.6,5.9,6.7
tt0092873,4.3,4.4,4.2,4.3,4.2,4.5
tt0092879,7.9,7.9,8.0,7.7,7.9,8.0
tt0092880,6.8,6.7,7.5,6.3,6.7,7.2
tt0092884,6.0,6.1,5.9,5.6,5.8,7.1
tt0092890,7.0,7.1,6.9,6.8,6.5,7.6
tt0092896,5.2,4.7,5.5,4.7,5.2,5.7
tt0092897,5.0,5.7,5.2,4.3,5.0,5.2
tt0092900,4.8,4.8,4.7,4.5,4.6,5.7
tt0092901,6.3,8.0,6.6,5.6,5.8,8.1
tt0092904,6.6,6.6,6.4,6.5,6.3,7.1
tt0092905,7.6,7.6,7.7,7.2,7.5,7.9
tt0092906,6.3,6.5,6.3,6.2,6.3,6.5
tt0092907,5.9,7.2,5.8,5.6,5.8,5.3
tt0092908,4.9,10.0,5.0,4.8,4.9,4.5
tt0092910,4.5,4.9,4.6,4.1,4.4,4.5
tt0092921,4.8,4.1,5.5,4.1,4.8,5.9
tt0092922,5.4,5.3,5.3,5.3,5.3,5.8
tt0092925,6.0,6.0,6.1,5.8,6.0,6.0
tt0092926,2.9,3.3,2.7,2.0,2.8,3.7
tt0092929,7.2,7.5,7.2,7.2,7.2,7.4
tt0092930,7.4,7.0,7.7,6.1,7.2,7.6
tt0092931,6.4,6.1,6.2,6.5,6.3,6.6
tt0092933,5.8,5.8,5.8,5.8,5.8,6.0
tt0092934,6.9,7.3,7.1,6.9,6.9,7.4
tt0092944,6.0,5.8,6.0,6.1,6.0,6.6
tt0092954,4.7,5.4,4.7,4.0,4.6,4.9
tt0092955,6.9,6.4,7.2,6.6,6.9,7.2
tt0092962,3.3,2.6,2.9,3.5,3.2,2.4
tt0092964,5.0,4.8,5.0,5.0,5.1,4.1
tt0092965,7.7,7.8,7.8,7.7,7.7,8.0
tt0092966,6.3,7.5,6.3,6.3,6.3,6.6
tt0092967,5.7,5.6,5.6,5.8,5.7,5.7
tt0092969,6.3,6.4,6.4,6.1,6.3,5.4
tt0092972,6.2,6.2,6.2,5.8,6.1,6.3
tt0092974,5.5,5.6,5.6,4.7,5.5,5.6
tt0092982,7.1,8.3,7.3,6.8,7.0,8.4
tt0092983,6.3,7.2,6.4,6.2,6.3,7.4
tt0092987,5.7,5.8,5.8,5.7,5.8,6.4
tt0092991,7.8,7.8,7.7,7.6,7.8,7.4
tt0092992,3.6,2.9,3.8,3.5,3.5,3.7
tt0092995,5.7,5.7,5.7,5.6,5.7,5.2
tt0092997,6.7,6.9,6.7,6.6,6.7,6.4
tt0093002,4.8,5.8,4.6,5.0,4.7,6.2
tt0093004,7.4,7.5,7.3,7.4,7.4,7.3
tt0093006,6.7,6.2,6.9,6.6,6.7,6.8
tt0093010,6.9,7.0,6.8,7.0,6.9,7.0
tt0093011,5.4,6.4,5.6,5.1,5.3,6.0
tt0093027,4.6,3.6,5.0,4.1,4.5,4.7
tt0093028,2.8,1.6,2.7,2.8,2.9,1.6
tt0093029,6.2,6.1,6.1,6.2,6.1,6.3
tt0093031,6.1,6.0,6.4,5.9,6.1,6.0
tt0093036,5.8,5.9,5.9,5.5,5.6,6.0
tt0093041,4.4,4.2,4.5,4.5,4.4,4.0
tt0093042,4.2,4.2,3.7,4.1,4.0,4.0
tt0093043,5.7,6.1,5.7,5.5,5.7,5.7
tt0093044,6.6,6.5,6.4,6.6,6.6,6.5
tt0093049,5.0,4.0,5.0,4.9,4.9,6.2
tt0093050,6.2,6.0,6.3,6.2,6.1,6.5
tt0093051,6.2,6.5,6.2,6.2,6.2,6.3
tt0093055,6.6,6.8,6.7,6.3,6.6,6.8
tt0093056,6.1,6.2,6.0,6.0,6.0,6.7
tt0093057,4.8,3.5,4.8,4.9,5.0,2.9
tt0093058,8.3,8.3,8.3,8.2,8.3,8.1
tt0093059,6.5,5.2,6.9,6.4,6.5,6.4
tt0093067,6.8,6.8,6.8,6.8,6.7,7.3
tt0093073,6.4,6.0,6.2,6.5,6.4,6.5
tt0093075,6.1,6.1,6.1,5.9,6.1,6.2
tt0093077,6.5,6.8,6.6,6.3,6.5,6.4
tt0093087,6.8,6.7,6.9,6.9,6.8,7.1
tt0093088,3.6,4.0,3.8,3.3,3.6,3.6
tt0093090,4.9,4.9,5.0,4.6,4.8,5.1
tt0093091,4.6,5.0,4.6,4.1,4.5,4.4
tt0093092,5.7,8.7,6.2,5.5,5.5,6.8
tt0093093,7.1,7.1,7.1,7.2,7.0,7.5
tt0093098,2.7,2.1,2.8,2.7,2.7,3.4
tt0093101,6.6,7.0,6.4,6.6,6.6,6.2
tt0093103,6.1,6.7,6.0,6.1,6.1,6.4
tt0093104,6.7,6.6,6.7,6.8,6.7,7.0
tt0093105,7.3,7.5,7.3,7.3,7.3,7.4
tt0093106,5.8,6.5,5.0,6.0,5.8,6.5
tt0093107,4.3,5.4,3.9,4.3,4.2,4.7
tt0093111,7.3,7.3,7.3,7.3,7.2,7.6
tt0093113,5.5,5.3,5.6,5.3,5.5,5.5
tt0093115,4.7,4.5,4.9,4.7,4.7,5.8
tt0093116,5.4,4.5,5.6,5.1,5.2,5.8
tt0093117,6.3,7.8,6.3,5.8,6.0,7.1
tt0093118,6.6,7.0,6.5,6.9,6.6,6.8
tt0093119,3.5,3.7,3.4,3.8,3.5,4.7
tt0093120,6.5,6.4,6.5,6.4,6.4,7.0
tt0093127,6.6,6.0,6.9,6.1,6.6,6.7
tt0093132,8.1,8.3,8.1,7.7,8.0,8.4
tt0093133,6.8,7.2,7.0,6.1,6.8,6.4
tt0093137,6.7,6.8,6.6,6.8,6.7,6.8
tt0093139,7.0,7.0,7.0,6.7,6.9,7.1
tt0093142,3.1,4.1,2.9,3.1,3.1,3.2
tt0093143,6.2,6.5,6.1,6.2,6.2,6.5
tt0093144,6.8,6.7,6.9,6.2,6.4,7.4
tt0093145,5.8,5.7,5.8,5.8,5.8,5.9
tt0093146,4.9,4.6,5.1,4.6,4.9,4.5
tt0093148,6.0,5.8,6.0,5.9,6.0,6.2
tt0093158,3.0,1.8,2.7,3.4,2.8,3.5
tt0093160,4.6,5.2,4.8,4.4,4.5,5.1
tt0093163,4.5,4.9,4.6,4.2,4.2,4.9
tt0093164,5.6,5.5,5.7,5.5,5.6,5.8
tt0093165,5.2,4.3,4.8,5.5,5.0,5.7
tt0093169,6.9,6.9,6.9,6.6,6.9,6.6
tt0093170,6.1,6.3,6.1,5.9,6.1,6.1
tt0093171,5.5,5.5,5.6,5.4,5.5,5.7
tt0093175,5.4,5.6,5.5,5.1,5.0,6.1
tt0093176,5.7,5.8,5.8,5.5,5.7,5.8
tt0093177,7.0,6.9,7.0,7.1,7.0,7.0
tt0093178,6.3,6.3,6.2,6.1,6.2,6.2
tt0093182,6.3,6.2,6.4,5.9,6.4,6.0
tt0093185,7.0,7.1,6.9,7.1,7.0,7.0
tt0093186,6.5,6.8,6.4,6.5,6.4,7.0
tt0093191,8.0,8.2,7.9,7.9,8.0,8.2
tt0093194,5.5,6.0,5.5,5.6,5.7,5.0
tt0093199,6.9,,6.9,6.5,6.8,6.7
tt0093200,7.0,7.1,6.9,6.9,6.8,7.5
tt0093201,4.2,3.8,4.4,4.0,4.2,4.2
tt0093204,4.5,4.5,4.6,5.0,4.6,5.1
tt0093206,7.4,7.4,7.3,7.4,7.4,7.3
tt0093207,7.3,7.3,7.3,7.1,7.3,7.1
tt0093209,7.3,7.2,7.2,7.4,7.3,7.5
tt0093214,2.3,2.2,1.3,2.7,2.2,2.0
tt0093215,5.9,6.0,5.9,5.8,5.8,6.0
tt0093217,4.3,5.5,4.5,4.1,4.3,4.5
tt0093220,5.4,5.8,5.5,5.2,5.4,5.6
tt0093223,7.3,7.3,7.1,7.4,7.2,7.3
tt0093225,7.1,7.3,7.2,7.0,7.1,7.3
tt0093227,3.4,3.2,3.4,3.3,3.3,3.6
tt0093229,6.6,7.0,6.6,6.4,6.6,6.3
tt0093231,4.7,4.6,4.9,4.5,4.6,5.1
tt0093232,5.9,6.0,5.9,5.9,5.9,5.3
tt0093235,7.0,6.9,7.1,7.2,7.1,7.0
tt0093238,4.6,4.4,5.0,3.8,4.6,4.2
tt0093239,6.7,6.2,6.3,7.0,6.6,6.9
tt0093240,4.4,3.1,4.6,4.4,4.3,4.5
tt0093251,6.3,7.8,6.4,5.6,6.2,7.1
tt0093253,6.2,6.1,6.2,6.4,6.3,6.6
tt0093255,6.4,6.2,6.3,6.3,6.4,6.0
tt0093258,7.4,7.5,7.3,7.4,7.3,7.7
tt0093260,6.8,6.7,6.8,6.8,6.8,6.9
tt0093261,6.3,7.4,6.2,6.2,6.2,8.0
tt0093266,4.2,4.7,4.2,4.2,4.1,5.1
tt0093267,7.0,7.0,7.0,7.0,7.0,7.1
tt0093268,4.0,3.7,4.3,3.8,4.0,3.9
tt0093270,5.0,6.3,4.8,5.1,5.0,5.0
tt0093272,3.2,3.1,3.1,3.0,3.0,2.5
tt0093274,6.0,5.9,6.0,6.0,6.0,5.7
tt0093276,3.0,2.8,3.4,2.7,3.1,2.8
tt0093277,6.7,6.9,6.7,6.7,6.7,6.8
tt0093278,4.4,5.2,4.8,4.0,4.4,4.6
tt0093284,6.7,6.3,6.8,6.6,6.7,6.9
tt0093286,4.8,5.2,4.8,4.6,4.7,4.8
tt0093290,6.5,6.6,6.7,6.1,6.5,7.1
tt0093291,7.0,6.9,7.1,6.8,7.0,7.2
tt0093293,6.7,6.0,6.7,6.8,6.7,6.5
tt0093295,7.2,7.6,7.4,6.3,7.1,7.6
tt0093296,4.3,3.0,4.0,4.5,4.2,5.2
tt0093300,3.0,2.7,3.1,2.9,2.9,3.6
tt0093304,7.3,7.5,7.4,6.9,7.3,7.1
tt0093305,6.3,6.4,6.3,6.1,6.3,6.1
tt0093306,6.2,6.2,6.2,6.3,6.2,6.1
tt0093309,6.5,6.5,6.7,5.6,6.4,7.3
tt0093311,6.1,6.2,6.3,5.6,6.1,6.2
tt0093315,3.8,2.7,4.0,3.8,3.9,3.4
tt0093318,4.6,4.5,5.0,4.2,4.7,3.2
tt0093323,5.3,5.7,5.1,5.4,5.4,5.1
tt0093333,6.5,6.4,6.4,6.1,6.3,6.8
tt0093334,4.9,6.0,5.3,3.8,4.8,3.9
tt0093335,4.7,5.5,5.8,4.4,4.7,5.0
tt0093336,7.1,6.9,7.2,7.1,7.1,7.3
tt0093338,6.2,6.5,6.3,6.0,6.1,6.8
tt0093340,4.5,5.5,4.5,4.5,4.4,5.0
tt0093341,6.9,6.8,6.8,6.7,6.7,7.2
tt0093342,8.1,8.2,8.1,7.9,8.1,8.2
tt0093345,5.0,7.5,4.8,4.0,4.5,6.5
tt0093346,5.1,5.5,5.2,4.5,5.0,5.4
tt0093347,5.4,5.4,5.3,5.5,5.4,5.8
tt0093348,6.8,6.8,6.9,6.4,6.8,6.8
tt0093349,5.7,6.5,5.6,5.3,5.6,5.9
tt0093351,4.0,3.9,4.0,4.0,4.0,3.5
tt0093354,6.2,6.7,6.3,6.1,6.2,6.1
tt0093367,6.0,5.7,6.2,5.4,6.0,4.9
tt0093368,4.2,8.8,8.2,2.5,3.6,8.6
tt0093370,7.2,7.9,7.5,6.3,7.0,7.8
tt0093371,6.9,7.1,6.9,6.6,6.8,7.0
tt0093378,6.9,7.1,6.9,6.8,6.8,7.0
tt0093379,5.9,6.7,6.1,5.8,5.8,6.6
tt0093383,6.8,7.7,6.7,6.8,6.8,6.0
tt0093389,7.7,7.8,7.7,7.7,7.7,7.8
tt0093393,6.7,7.1,7.0,6.2,6.6,7.2
tt0093402,6.3,7.0,6.4,5.5,6.3,6.1
tt0093403,6.3,7.4,6.4,6.0,6.1,7.0
tt0093405,2.2,1.6,2.5,2.1,2.2,2.5
tt0093406,4.9,6.7,4.4,5.2,4.9,1.3
tt0093407,6.5,6.5,6.3,6.5,6.4,6.7
tt0093409,7.6,7.6,7.6,7.7,7.6,7.4
tt0093411,4.4,2.5,4.7,4.2,4.4,5.3
tt0093412,7.1,7.2,7.0,7.1,7.1,7.1
tt0093415,5.6,6.2,5.8,5.5,5.6,6.2
tt0093416,6.9,6.3,6.7,7.0,6.8,6.9
tt0093418,5.2,5.5,5.3,4.9,5.2,5.6
tt0093419,5.9,5.5,6.0,5.5,5.9,5.4
tt0093422,6.7,6.7,6.7,6.6,6.7,6.5
tt0093424,5.2,4.9,5.3,5.1,5.1,6.0
tt0093426,7.7,7.7,7.6,7.5,7.6,7.4
tt0093428,6.7,6.8,6.7,6.6,6.7,6.5
tt0093429,6.5,7.0,6.8,6.2,6.5,6.4
tt0093431,7.0,7.1,7.2,6.9,6.9,7.4
tt0093435,7.1,7.3,7.1,6.8,7.1,6.9
tt0093437,7.3,7.2,7.2,7.3,7.2,7.6
tt0093443,5.2,5.5,5.0,5.2,5.1,5.5
tt0093447,5.5,5.0,4.7,5.8,5.5,7.0
tt0093453,7.2,7.7,7.2,7.2,7.2,7.5
tt0093454,6.5,6.6,6.3,6.7,6.6,5.8
tt0093456,3.5,2.6,3.5,3.7,3.6,2.4
tt0093458,6.7,7.0,6.8,6.7,6.7,6.9
tt0093460,6.0,6.0,6.4,5.9,6.0,6.5
tt0093466,7.1,6.8,7.7,6.1,6.9,8.7
tt0093467,6.5,6.7,6.3,6.4,6.2,7.0
tt0093468,5.6,5.9,5.6,5.4,5.5,5.8
tt0093474,5.0,7.0,4.6,4.4,5.2,2.2
tt0093476,5.6,5.7,5.7,5.4,5.3,6.1
tt0093477,5.4,6.0,5.5,5.4,5.3,6.1
tt0093481,5.4,6.8,5.0,5.3,5.1,6.4
tt0093483,5.8,5.8,5.8,5.7,5.7,6.2
tt0093489,5.9,5.7,5.9,5.8,5.9,5.8
tt0093491,4.4,3.2,4.8,4.3,4.3,6.1
tt0093493,5.9,6.3,6.0,5.7,5.8,6.3
tt0093497,7.2,7.5,7.4,5.9,7.1,6.6
tt0093502,7.2,7.2,7.2,7.3,7.2,7.4
tt0093504,5.2,6.2,5.5,5.1,5.0,6.9
tt0093505,6.9,7.6,6.9,6.8,6.8,7.4
tt0093506,4.7,10.0,4.9,4.7,4.8,4.8
tt0093507,5.4,5.1,5.5,4.9,5.4,5.7
tt0093512,7.7,7.7,7.5,7.8,7.7,7.7
tt0093516,3.6,3.7,3.8,3.3,3.5,4.2
tt0093522,6.2,6.2,6.4,5.6,6.2,6.4
tt0093523,6.7,7.0,6.9,6.2,6.7,8.2
tt0093524,6.7,6.7,6.8,6.5,6.6,7.1
tt0093525,4.5,4.8,4.7,4.2,4.5,5.0
tt0093531,6.9,7.6,6.8,7.0,6.8,7.8
tt0093532,6.4,6.5,6.6,6.2,6.3,8.0
tt0093533,4.3,4.0,4.6,4.2,4.4,4.9
tt0093535,4.0,5.5,4.1,3.8,3.9,5.1
tt0093539,5.2,4.5,5.4,5.1,5.2,6.4
tt0093543,6.4,6.1,6.6,6.0,6.3,6.8
tt0093546,5.9,6.2,6.0,5.7,5.9,6.0
tt0093550,4.5,4.6,4.5,4.2,4.4,8.5
tt0093556,6.1,6.5,6.2,5.6,5.8,7.1
tt0093557,6.3,4.0,6.0,6.4,6.2,8.3
tt0093560,7.1,6.9,7.1,6.7,7.0,7.3
tt0093561,5.2,5.3,5.2,5.2,5.3,4.3
tt0093562,6.9,7.3,6.7,6.9,6.7,7.2
tt0093563,3.5,2.7,3.7,3.4,3.5,3.5
tt0093565,7.1,7.2,6.9,7.3,7.0,7.3
tt0093566,7.2,6.7,7.5,6.1,7.0,7.8
tt0093567,5.7,6.9,6.0,5.5,5.7,6.1
tt0093569,5.9,6.9,6.0,5.8,5.8,8.7
tt0093575,5.8,8.0,6.2,5.6,5.8,7.0
tt0093577,6.6,6.2,7.3,5.0,6.2,7.2
tt0093578,7.8,7.7,7.9,6.4,7.8,7.6
tt0093582,4.0,3.4,4.2,3.6,4.0,4.1
tt0093589,4.7,4.2,5.0,4.5,4.6,5.2
tt0093591,4.9,8.0,4.8,4.9,4.9,4.8
tt0093593,7.3,7.9,7.2,5.9,7.2,7.4
tt0093595,6.2,6.1,6.1,6.3,5.8,7.0
tt0093596,5.6,6.5,5.6,5.5,5.5,6.1
tt0093599,6.8,7.7,6.4,6.8,6.8,6.7
tt0093603,8.6,8.9,8.7,6.1,8.7,7.3
tt0093605,7.0,7.0,6.9,7.1,7.0,7.0
tt0093607,7.9,8.0,8.1,6.1,7.9,7.7
tt0093608,5.1,5.1,5.1,4.9,5.0,5.1
tt0093614,4.0,5.0,4.0,4.0,4.0,4.1
tt0093617,5.7,4.8,6.0,5.6,5.6,6.4
tt0093621,5.1,5.4,5.0,5.4,5.2,5.3
tt0093624,6.2,6.3,6.2,6.0,6.2,6.4
tt0093626,4.2,3.3,4.3,4.0,4.2,4.1
tt0093628,5.1,5.3,5.1,5.0,5.0,5.9
tt0093629,6.6,6.7,6.6,6.4,6.6,6.7
tt0093633,7.1,7.3,7.3,6.1,7.1,6.9
tt0093634,5.9,5.6,5.9,5.7,5.8,5.8
tt0093637,3.5,5.5,3.8,3.5,3.6,2.5
tt0093638,6.1,6.4,6.1,6.0,6.1,5.7
tt0093639,4.2,3.5,4.4,3.9,4.1,3.7
tt0093640,7.1,7.1,6.9,7.3,7.1,7.1
tt0093641,6.4,7.2,6.1,6.2,6.4,5.2
tt0093645,5.9,6.4,5.9,5.5,5.9,5.9
tt0093648,6.5,6.7,6.7,6.3,6.5,6.5
tt0093650,5.9,6.6,5.8,5.7,5.8,6.2
tt0093651,6.7,7.0,6.7,6.4,6.6,6.4
tt0093654,5.8,6.2,5.8,5.8,5.7,6.9
tt0093655,6.1,5.7,5.9,6.1,6.0,6.4
tt0093658,4.8,6.1,4.8,4.8,4.8,4.6
tt0093660,6.6,7.1,6.6,6.6,6.5,7.0
tt0093663,2.4,1.3,2.3,2.4,2.2,2.9
tt0093664,7.4,7.6,7.3,7.5,7.4,7.7
tt0093665,6.7,6.3,6.7,6.8,6.6,7.0
tt0093667,5.8,6.0,5.4,5.9,5.8,5.4
tt0093668,7.2,6.9,7.2,7.3,7.2,7.3
tt0093670,4.7,7.0,4.8,4.1,4.5,6.4
tt0093671,4.2,4.3,4.4,4.3,4.3,3.9
tt0093674,6.4,8.8,6.1,6.5,6.6,6.1
tt0093676,4.1,4.4,4.0,3.9,4.1,4.3
tt0093677,7.0,7.1,7.0,6.8,7.0,7.0
tt0093683,6.7,6.9,6.7,6.5,6.5,7.2
tt0093692,5.8,6.1,5.9,5.3,5.8,6.1
tt0093693,6.9,7.1,6.9,6.8,6.7,7.4
tt0093702,4.4,3.0,4.8,4.4,4.6,4.9
tt0093708,5.5,,4.9,5.3,5.3,5.9
tt0093709,6.5,7.4,6.4,6.5,6.5,6.6
tt0093712,6.7,6.7,7.6,4.9,6.2,8.2
tt0093713,7.8,7.7,7.8,7.9,7.8,7.9
tt0093714,4.3,2.5,4.5,4.2,4.2,3.6
tt0093720,7.8,8.4,8.0,3.4,7.4,8.6
tt0093727,6.4,6.9,6.2,6.4,6.3,6.6
tt0093731,3.7,3.9,3.7,3.6,3.7,4.4
tt0093733,7.2,7.2,7.5,6.3,7.1,7.2
tt0093737,5.3,5.8,5.3,5.2,5.3,5.5
tt0093741,4.2,3.5,4.2,4.1,4.2,5.3
tt0093743,6.8,6.6,7.1,5.6,6.6,7.4
tt0093744,6.0,6.1,6.1,5.4,5.5,6.7
tt0093747,4.9,3.5,5.2,4.8,5.0,4.1
tt0093748,7.6,7.5,7.5,7.6,7.6,7.4
tt0093752,6.2,4.1,6.2,6.7,6.3,6.0
tt0093754,8.4,9.0,8.2,7.7,8.2,8.9
tt0093756,5.0,5.5,5.0,4.4,5.0,5.4
tt0093763,5.9,5.6,5.4,5.9,5.6,6.4
tt0093765,6.2,6.1,6.3,6.3,6.2,6.2
tt0093769,6.8,7.0,6.9,6.7,6.7,7.8
tt0093771,6.3,6.2,6.2,6.4,6.3,6.7
tt0093772,7.1,7.1,7.6,6.2,6.9,7.6
tt0093773,7.8,7.6,7.9,7.8,7.9,7.3
tt0093775,2.7,2.2,2.7,2.7,2.8,2.2
tt0093776,7.3,7.7,7.1,7.4,7.2,7.5
tt0093777,6.7,6.7,6.7,6.7,6.7,6.6
tt0093778,3.4,7.0,3.6,2.8,3.2,4.5
tt0093779,8.1,7.9,8.0,8.2,8.0,8.2
tt0093780,6.3,6.6,6.4,6.2,6.3,6.5
tt0093784,5.5,5.0,5.8,5.4,5.5,5.6
tt0093786,7.1,6.7,7.4,5.7,7.1,6.7
tt0093789,4.9,4.0,4.8,5.0,4.8,5.8
tt0093790,3.9,3.5,4.6,3.4,4.1,3.1
tt0093791,7.0,6.9,7.1,6.8,7.0,7.5
tt0093793,6.1,6.2,6.2,6.0,6.1,6.3
tt0093797,6.6,6.2,6.6,6.2,6.6,5.8
tt0093798,6.3,6.7,6.4,5.7,6.4,6.3
tt0093800,5.9,6.2,6.1,5.4,5.8,6.4
tt0093818,7.5,7.6,7.4,7.5,7.5,7.7
tt0093820,5.6,6.1,5.6,5.4,5.5,5.7
tt0093821,4.2,4.1,4.4,4.1,4.3,3.6
tt0093822,7.3,7.3,7.3,7.5,7.3,7.2
tt0093827,6.5,5.5,6.7,6.3,6.6,6.4
tt0093828,6.2,5.9,6.2,6.1,6.1,6.1
tt0093831,5.7,6.6,6.0,4.9,5.2,6.9
tt0093833,4.3,4.3,4.3,4.1,4.3,4.0
tt0093840,5.9,5.7,5.9,6.1,6.0,5.6
tt0093843,5.7,5.9,6.0,5.3,5.7,5.6
tt0093845,7.0,7.3,7.1,6.3,6.9,7.6
tt0093854,4.3,4.5,4.2,4.3,4.3,4.2
tt0093855,4.4,4.3,4.5,4.2,4.4,4.3
tt0093857,5.2,5.3,5.2,5.0,5.1,5.5
tt0093863,4.8,5.0,4.6,4.9,4.8,3.4
tt0093864,4.8,5.1,4.6,4.8,4.8,3.8
tt0093869,5.0,5.3,4.9,4.7,5.0,4.0
tt0093870,7.5,7.5,7.6,7.5,7.6,7.0
tt0093872,2.3,1.9,2.4,2.1,2.2,2.2
